scorer,,,Valentin Azar,Valentin Azar,Valentin Azar,Valentin Azar,Valentin Azar,Valentin Azar,Valentin Azar,Valentin Azar,Valentin Azar,Valentin Azar,Valentin Azar,Valentin Azar,Valentin Azar,Valentin Azar,Valentin Azar,Valentin Azar,Valentin Azar,Valentin Azar,Valentin Azar,Valentin Azar
bodyparts,,,ojo izquierdo,ojo izquierdo,ojo derecho,ojo derecho,vejiga anterior,vejiga anterior,vejiga posterior,vejiga posterior,cola 1,cola 1,cola 2,cola 2,cola 3,cola 3,cola 4,cola 4,cola 5,cola 5,cola 6,cola 6
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,nuevo_video_5,img001.png,607.5272653069179,118.47194715596802,608.5532694570283,115.51464107623829,610.9875145974861,117.66723801862659,614.4477638880542,117.68735574706014,616.9825976706798,115.83652473117486,618.1293081913913,113.18098457794817,616.7009494726102,110.40473805412026,613.7637611213141,109.09708570594046,610.5650423003821,109.7408530158136,,
labeled-data,nuevo_video_5,img008.png,200.45418559246053,246.4822319517053,201.66124929847265,243.68586769944386,203.59255122809208,246.22070148206933,206.61021049312242,247.85023748518572,209.6681052150198,249.39930257456797,212.86682403595196,249.39930257456797,215.6430705597799,247.68929565771742,217.29272429132982,244.71187184955417,217.6347256746999,241.1107984599513,217.43354839036454,237.69078462625026
labeled-data,nuevo_video_5,img009.png,200.47683634534707,245.56185936215468,202.48895819404413,243.41736107604333,203.7994849244455,246.21050390548464,207.1486087910268,247.71959529200745,210.45801972638384,249.30811254097878,213.76128337201897,249.48332916450914,216.6987120387468,247.81878625336336,217.87368350543792,244.8160813940416,218.49380733508048,241.55227176434397,218.56883958785275,238.99952840931306
labeled-data,nuevo_video_5,img019.png,374.4962411705682,225.652385618757,376.4802930848172,223.44512786415498,377.86912942479154,226.09879729946303,381.09321378544615,227.3884310437249,384.39170009288506,229.07487517083655,387.3429773153306,230.29010696831406,390.21985259099165,231.25733227651045,393.39433565379,232.67096926541282,396.4200148230197,234.20860949895587,399.9913082686679,235.62224648785823
labeled-data,nuevo_video_5,img021.png,419.4362096856321,500.612697735167,420.5628024779101,503.6102392717638,417.3640836569779,503.3084733452608,414.20560029291283,504.3344774953711,410.9666460151136,504.3545952238046,407.76792719418154,503.91200519826685,405.47450615275847,501.9605855402139,404.16685380457864,499.10386810265186,404.02602970554386,495.78444291111856,405.5952125233597,493.209373671626
labeled-data,nuevo_video_5,img022.png,419.51737241810446,501.7544107260092,420.48019625886525,505.19772988534015,417.36325806250403,504.4470536705097,413.98521509576693,504.9855822594098,410.42766259939657,504.3328203334702,407.60446726970815,502.53772503713657,405.84201006967146,499.89403923708153,404.9771005178016,496.7934200888688,405.4340338659593,493.7580771332501,406.62532438079893,490.59218179244345
labeled-data,nuevo_video_5,img031.png,248.42295757597788,124.59194050280625,246.52994799075327,122.68261186943316,249.54897189822356,121.89929755830573,252.11106245753615,119.89205463604172,255.2280006538974,119.20665461380524,258.0022388391404,120.44690227309033,260.0910770021468,122.73156901387864,260.30322462807715,125.93010245098228,260.0910770021468,129.1612739843829,259.32408173916787,131.91919312147738
labeled-data,nuevo_video_5,img033.png,281.136970639454,431.7538342623287,282.6068981065059,429.0024315675905,284.1522064693041,431.71614381445556,286.97899005978854,433.44990441661935,289.8811545460192,434.84445098792503,293.12253306310805,435.7113312890069,296.5900542674357,435.3721172581488,299.2660760664276,433.5252853123656,300.88676532497203,430.96233485699304,301.41443159519577,427.8340276835236
labeled-data,nuevo_video_5,img047.png,476.4518116769842,484.62781258575893,473.6390366289126,483.5883087636455,475.96263340775437,481.662169328553,477.0327108716947,478.72709971317386,478.43909839573064,475.5780146050067,479.63147042697835,472.73466591510817,480.7932688163992,469.7384490160753,482.0162144894738,466.6505111915619,483.1474392370678,463.53199972522157,484.46210583562305,460.50520918436195
labeled-data,nuevo_video_5,img051.png,325.58796750664175,137.37903191476084,326.6274713287552,134.44396229938175,329.04278903307755,136.7064117945698,332.52818420134025,137.6847683330295,335.67726930950744,139.15230314071906,338.948648984982,140.46696973927428,342.4340441532447,140.74213251571607,345.91943932150735,140.00836511187129,348.79336165323275,138.29624116956683,351.6367103431312,135.88092346524445
labeled-data,nuevo_video_5,img059.png,487.5242471498451,427.60035702526994,485.72040228206004,429.77108559497736,483.91655741427496,427.0806051142132,481.3177978589914,424.9098765445058,479.2999374984183,422.1888224219147,478.90248015466904,419.0703109555744,479.7279684839944,416.440977758464,481.68468156091376,414.17852826327595,484.8643403109078,413.016729873855,487.95227813542124,414.4842646815446
labeled-data,nuevo_video_5,img060.png,316.54957568340393,299.6286809953554,314.55198194612825,301.6262747326311,313.5343398535539,298.4979675591616,311.5367461162782,296.0103979995353,309.80298551411437,293.0705430654315,309.1999383481443,289.7160932047233,309.53915237900253,286.55009558338077,311.0090798460544,283.8363833365156,313.3835780620613,281.34881377688924,316.17267120467267,279.5396722789792
labeled-data,nuevo_video_5,img065.png,384.503351451829,428.53041282885613,384.42894950504467,431.58089264701397,381.92408396330535,429.77044527526175,378.55119570908204,428.8528212649216,375.2080036991114,428.3301134808224,371.96662518202254,428.17935168932985,368.68755621706055,427.27478094037485,365.6346299393373,426.2571388478004,362.7324654531066,424.7118304850022,359.64184872751025,422.9026889870922
labeled-data,nuevo_video_5,img070.png,256.48947683995084,270.5116716076622,257.5595543038911,273.6301830740025,254.16588006110905,272.4989583264085,250.61933760919263,273.14100480477265,246.85877966448814,273.3244466557339,243.46510542170608,271.88748548987115,240.89691950824937,269.5638887110294,238.94020643132995,266.65937780894114,237.77840804190905,263.23512992433217,237.9007026092165,259.6885874724158
labeled-data,nuevo_video_5,img073.png,256.47811305029575,269.53120013207433,257.489894035502,272.48494784695066,253.67778590930314,272.05217099431036,249.97465028641787,273.2349799083703,245.8494215653421,273.4816129855148,242.36852976521155,271.8225934129757,239.81357825415253,269.2676419019167,238.4254549922386,265.88786352508276,237.88227632453317,261.8442001099421,238.30474862163737,257.76030123793436
labeled-data,nuevo_video_5,img075.png,473.4179296461217,114.53881336989677,472.6936914225144,117.51623717806004,470.1789753683225,115.38375796410527,466.94002109052326,114.29740062869435,463.45965407152164,113.49269149135294,460.46140885959625,112.66287738435254,457.098308258641,112.02083090598836,453.7657812995128,112.11255183146898,450.310959773077,112.38771460791077,446.84803301336507,113.10922591131528
labeled-data,nuevo_video_5,img077.png,472.8845812023902,113.95896971498517,472.61177406418096,117.43106056492093,469.9581046288729,115.09979956567835,466.7588209171464,114.2069762042663,463.38593266292315,113.33895349178235,459.98824375977176,112.57013337501087,456.51273555516974,112.1098200702748,452.91257714502774,112.28513329010467,449.40778334215634,112.94033169107774,,
labeled-data,nuevo_video_5,img083.png,251.45246934897472,270.6480587129993,248.70084158455683,268.66077199425297,251.84992669272398,267.6518418139664,253.71491884416278,265.2976713932978,255.61048463742844,263.24923739089775,258.48440696915384,262.4848963452261,261.57234479366724,262.8517800471485,264.0182361398165,264.90021404954854,265.5469182311598,267.62126817213954,265.5469182311598,270.6174850711724
labeled-data,nuevo_video_5,img090.png,266.42579076760876,123.4979677477279,267.6410225650863,126.52364691695762,264.6401440447847,126.02763393839537,261.54006292877057,127.1188624912323,258.4720240574166,127.56736914863001,255.47114553711498,126.62494448936172,253.3382897292973,124.34328478797538,252.4950676657415,121.49121016124245,253.18948583572862,118.6391355345095,254.2236314204775,115.85504290076271
labeled-data,nuevo_video_5,img091.png,332.42773546236026,72.05576997349647,333.5428683549074,69.54672096526537,335.6802063989561,71.49820352722288,338.65389411241523,72.42748093767885,341.3023347322147,74.14664414702239,341.85990117848826,77.21325960152708,340.7447682859411,79.81523635080379,338.65389411241523,81.9990382653753,336.41672973712843,84.00302278128085,,
labeled-data,nuevo_video_5,img092.png,331.4054769487285,72.7029085776921,332.76951263977475,70.39644822737765,335.1999762347298,72.35569949269853,338.49846254216874,72.57890533305155,341.67294560496714,74.21574816230697,342.6153702642354,77.4398325229616,340.8793248392675,79.94469806470096,338.7464690314498,81.95355062787807,,,,
labeled-data,nuevo_video_5,img095.png,420.4603204186624,105.63010529944714,420.58432366330294,102.67882807700175,423.6348034814608,104.24126895947283,427.30529952282143,104.43967415089773,431.29820400024755,105.10929167195678,434.3845465483012,105.2385489729675,437.5505441696438,105.87928658681064,440.8296131346058,106.03004837830315,443.99561075594835,106.21850061766878,446.8600847943059,106.59540509640003
